일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
2018-03-09,3.5,-1.2,2346.0,11.1,1410.0,0.0,6.2,1644.0,1.0,298.1
2018-03-10,4.0,-2.0,429.0,10.4,1427.0,0.0,7.6,1403.0,1.3,331.9
2018-03-11,5.2,-0.2,2356.0,13.1,1435.0,0.0,6.4,1448.0,1.0,326.3
2018-03-12,6.4,-1.3,212.0,16.2,1417.0,0.0,7.1,1502.0,0.9,264.4
2018-03-13,12.7,1.3,144.0,19.3,1311.0,0.0,7.6,1624.0,2.2,281.3
2018-03-14,16.8,13.2,1.0,23.8,1413.0,0.0,8.6,1535.0,2.2,253.1
2018-03-15,11.7,7.4,2359.0,16.3,202.0,19.0,6.7,2159.0,1.8,2.8
2018-03-16,6.7,1.3,2352.0,12.9,1429.0,0.0,6.7,1420.0,1.3,182.8
2018-03-17,6.3,-1.3,652.0,14.2,1457.0,0.0,5.3,1507.0,1.1,281.3
2018-03-18,7.1,3.3,48.0,12.1,1507.0,0.5,5.4,1644.0,0.8,0.0
2018-03-19,7.9,5.4,207.0,10.9,1158.0,1.0,7.4,1456.0,1.1,112.5
2018-03-20,5.2,2.1,2357.0,11.0,1140.0,0.0,8.2,1252.0,1.9,106.9
2018-03-21,2.1,0.8,1417.0,7.7,1151.0,1.0,7.4,1300.0,1.3,59.1
2018-03-22,4.2,-1.2,557.0,12.8,1419.0,0.0,6.6,1653.0,1.3,317.8
2018-03-23,5.3,-1.2,241.0,13.8,1514.0,0.0,6.0,1320.0,1.0,323.4
2018-03-24,7.3,1.2,643.0,14.0,1338.0,0.0,7.3,1326.0,1.3,331.9
2018-03-25,9.0,3.8,2330.0,17.8,1433.0,0.0,6.0,1439.0,1.1,298.1
2018-03-26,9.9,4.5,1.0,19.7,1454.0,0.0,5.5,1433.0,1.0,323.4
2018-03-27,12.4,3.5,403.0,21.2,1415.0,0.0,6.0,1453.0,1.4,292.5
2018-03-28,13.4,8.0,632.0,20.6,1357.0,0.0,7.5,1544.0,1.8,292.5
2018-03-29,14.2,8.3,2342.0,22.1,1526.0,0.0,5.6,1554.0,1.1,323.4
2018-03-30,13.3,5.8,455.0,23.0,1402.0,0.0,7.2,1004.0,1.4,199.7
2018-03-31,12.7,6.4,511.0,20.7,1232.0,0.0,6.9,1247.0,1.2,225.0
2018-04-01,14.9,8.6,40.0,19.9,1135.0,0.0,6.1,1540.0,1.4,258.8
2018-04-02,18.4,14.4,2302.0,25.7,1434.0,0.0,7.8,1331.0,1.9,233.4
2018-04-03,17.4,13.9,2144.0,21.8,1343.0,0.0,6.5,1345.0,1.9,202.5
2018-04-04,12.3,8.2,2359.0,19.7,1544.0,16.0,8.5,411.0,1.5,351.6
2018-04-05,8.2,7.1,40.0,9.9,355.0,8.0,6.6,425.0,1.0,160.3
2018-04-06,6.1,3.1,2358.0,9.9,1207.0,7.0,12.1,1459.0,3.0,323.4
2018-04-07,4.8,2.0,605.0,10.5,1416.0,0.0,12.7,1720.0,4.1,334.7
2018-04-08,3.5,-2.3,458.0,8.3,1344.0,3.0,6.7,943.0,0.9,244.7
2018-04-09,6.9,-0.8,620.0,16.2,1630.0,0.0,4.9,1355.0,0.7,270.0
2018-04-10,16.0,5.8,134.0,23.3,1236.0,3.0,13.9,1712.0,3.9,194.1
2018-04-11,11.9,6.9,2250.0,18.8,1545.0,0.0,8.6,1609.0,2.3,289.7
2018-04-12,12.5,3.2,618.0,21.5,1527.0,0.0,11.6,1240.0,2.0,345.9
2018-04-13,13.6,4.8,613.0,19.7,1213.0,0.0,6.1,1217.0,0.9,163.1
2018-04-14,8.8,6.4,2359.0,14.9,8.0,7.5,6.7,1616.0,1.6,317.8
2018-04-15,8.6,3.3,608.0,14.6,1253.0,0.0,7.8,1519.0,1.4,0.0
2018-04-16,10.2,1.0,625.0,20.4,1602.0,0.0,6.5,1506.0,1.1,326.3
2018-04-17,11.4,3.0,538.0,21.9,1458.0,0.0,6.7,1559.0,1.2,289.7
2018-04-18,10.9,2.2,557.0,20.2,1459.0,0.0,5.4,1234.0,1.0,292.5
2018-04-19,12.5,3.6,626.0,22.0,1426.0,0.0,5.9,1449.0,1.1,264.4
2018-04-20,16.5,7.0,530.0,27.1,1439.0,0.0,5.1,1547.0,0.8,348.8
2018-04-21,17.3,8.2,623.0,26.7,1421.0,0.0,7.6,1357.0,1.1,343.1
2018-04-22,14.7,10.9,137.0,21.0,1344.0,15.0,7.3,2324.0,0.7,101.3
2018-04-23,10.2,9.3,823.0,12.1,111.0,44.5,6.8,22.0,1.4,64.7
2018-04-24,11.8,5.8,2319.0,17.0,1400.0,1.0,6.8,1615.0,1.2,115.3
2018-04-25,13.2,2.5,554.0,24.7,1532.0,0.0,6.2,1630.0,1.1,286.9
2018-04-26,13.9,6.5,531.0,23.6,1351.0,0.0,6.7,1620.0,1.2,323.4
2018-04-27,14.2,6.3,428.0,24.2,1514.0,0.0,5.3,1545.0,1.0,312.2
2018-04-28,14.4,7.8,530.0,23.1,1344.0,0.0,6.9,1332.0,1.2,329.1
2018-04-29,14.8,6.0,531.0,24.0,1411.0,0.0,6.6,1257.0,1.1,320.6
2018-04-30,18.3,10.5,143.0,25.9,1353.0,0.0,6.1,1646.0,1.0,315.0
2018-05-01,19.6,16.3,20.0,23.9,1229.0,0.0,5.6,1340.0,1.1,351.6
2018-05-02,14.2,8.0,2353.0,18.3,2.0,7.5,10.3,2109.0,1.5,334.7
2018-05-03,11.0,4.7,416.0,17.6,1134.0,0.0,10.6,1030.0,2.4,295.3
2018-05-04,13.4,5.5,527.0,20.6,1454.0,0.0,10.0,1501.0,2.3,289.7
2018-05-05,18.0,10.2,331.0,25.9,1418.0,0.0,8.0,1353.0,2.4,241.9
2018-05-06,16.1,13.7,2255.0,21.4,1635.0,21.0,6.2,39.0,0.5,227.8
2018-05-07,17.9,12.3,534.0,27.5,1331.0,0.0,5.3,1418.0,0.8,205.3
2018-05-08,16.6,10.7,2356.0,23.7,1456.0,0.0,5.5,1232.0,1.0,205.3
2018-05-09,14.4,6.0,546.0,23.2,1527.0,0.0,5.9,1510.0,1.0,345.9
2018-05-10,14.7,8.0,558.0,22.4,1353.0,0.0,8.5,1355.0,1.5,331.9
2018-05-11,15.6,11.5,341.0,22.7,1337.0,0.0,4.8,1438.0,1.2,326.3
2018-05-12,13.6,11.1,622.0,15.7,2224.0,23.5,6.0,1740.0,1.0,213.8
2018-05-13,15.3,10.2,2313.0,21.2,1440.0,0.5,6.9,1227.0,1.3,329.1
2018-05-14,17.2,9.9,42.0,25.1,1446.0,0.0,4.7,1746.0,0.8,272.8
2018-05-15,22.1,12.8,540.0,30.2,1439.0,0.0,4.7,1243.0,0.7,208.1
2018-05-16,21.5,20.7,246.0,22.8,757.0,36.0,11.2,929.0,1.6,213.8
2018-05-17,20.5,18.2,458.0,24.0,1215.0,70.5,9.7,307.0,0.9,309.4
2018-05-18,15.8,10.9,2351.0,19.6,1655.0,8.5,5.4,1720.0,0.9,50.6
2018-05-19,17.2,7.7,559.0,25.3,1500.0,0.0,5.8,1515.0,1.1,87.2
2018-05-20,16.2,8.0,538.0,24.0,1602.0,0.0,6.6,1555.0,0.8,75.9
2018-05-21,16.4,7.6,614.0,24.6,1321.0,0.0,7.8,1007.0,1.2,160.3
2018-05-22,16.8,12.2,212.0,23.7,1220.0,14.0,4.8,1428.0,0.7,340.3
2018-05-23,17.0,10.5,2345.0,25.1,1527.0,7.0,9.5,1225.0,1.9,334.7
2018-05-24,17.0,8.1,416.0,25.0,1323.0,0.0,7.9,1214.0,1.5,247.5
2018-05-25,18.4,10.4,550.0,27.9,1246.0,0.0,8.1,1329.0,1.1,323.4
2018-05-26,19.8,10.2,529.0,30.7,1513.0,0.0,6.5,1655.0,0.9,306.6
2018-05-27,18.9,13.5,2342.0,25.7,1353.0,0.0,5.3,1642.0,1.0,317.8
2018-05-28,21.3,12.8,114.0,30.3,1347.0,0.0,7.2,1554.0,1.1,345.9
2018-05-29,20.7,16.0,128.0,27.0,1423.0,1.5,5.8,1517.0,1.0,317.8
2018-05-30,19.2,13.9,2323.0,26.2,1428.0,0.0,6.4,1429.0,1.3,323.4
2018-05-31,20.1,11.3,521.0,29.5,1546.0,0.0,7.1,1618.0,1.1,323.4
2018-06-01,22.3,14.2,504.0,32.4,1418.0,0.0,6.7,1240.0,1.0,337.5
2018-06-02,21.7,13.9,533.0,31.9,1312.0,0.0,7.2,1441.0,1.0,334.7
2018-06-03,22.2,12.8,454.0,31.9,1547.0,0.0,7.9,1617.0,0.8,331.9
2018-06-04,21.5,14.9,400.0,29.3,1304.0,0.0,5.8,1209.0,1.0,312.2
2018-06-05,22.2,14.5,455.0,31.0,1343.0,0.0,5.6,1520.0,1.0,284.1
2018-06-06,21.3,14.9,509.0,29.2,1336.0,0.0,6.6,1431.0,1.0,331.9
2018-06-07,21.1,15.8,156.0,30.3,1511.0,0.0,5.7,1633.0,1.0,331.9
2018-06-08,21.0,16.6,38.0,28.3,1629.0,0.0,5.3,1636.0,1.0,0.0
2018-06-09,22.0,16.2,507.0,30.0,1432.0,3.5,6.1,1132.0,0.8,194.1
2018-06-10,20.0,15.9,517.0,25.4,1604.0,1.0,5.8,1135.0,1.0,171.6
2018-06-11,19.3,15.7,333.0,23.6,1110.0,3.5,5.3,1701.0,0.8,323.4
2018-06-12,20.1,14.9,545.0,28.5,1416.0,0.0,6.4,1422.0,1.0,345.9
2018-06-13,20.9,15.4,210.0,27.3,1309.0,0.0,6.0,1409.0,0.9,185.6
2018-06-14,19.9,18.1,526.0,25.2,1521.0,51.5,6.0,1416.0,0.8,151.9
2018-06-15,20.8,15.9,2353.0,27.7,1406.0,0.5,5.3,10.0,0.9,182.8
2018-06-16,20.9,13.3,519.0,29.2,1631.0,0.0,5.6,1314.0,0.9,208.1
2018-06-17,21.3,15.8,504.0,28.7,1428.0,0.0,5.3,1453.0,0.7,337.5
2018-06-18,23.3,17.1,443.0,31.5,1328.0,0.0,5.7,1520.0,1.0,326.3
2018-06-19,21.1,15.5,527.0,28.2,1323.0,0.0,5.9,1515.0,1.0,306.6
2018-06-20,22.2,16.9,325.0,30.1,1534.0,0.0,6.3,1719.0,1.3,272.8
2018-06-21,22.8,17.2,457.0,29.9,1407.0,0.0,6.7,1520.0,1.3,292.5
2018-06-22,23.4,15.4,434.0,33.7,1339.0,0.0,6.3,1623.0,1.0,326.3
2018-06-23,23.2,17.4,503.0,30.0,1528.0,0.0,6.5,1223.0,1.2,303.8
2018-06-24,24.3,18.3,412.0,32.5,1353.0,0.0,5.2,1306.0,1.0,340.3
2018-06-25,25.1,18.4,537.0,33.5,1413.0,0.0,5.4,1206.0,0.7,284.1
2018-06-26,21.4,19.0,700.0,24.1,1843.0,66.0,10.2,1803.0,2.5,236.3
2018-06-27,21.5,18.9,333.0,25.2,1723.0,1.5,7.3,141.0,1.4,272.8
2018-06-28,22.9,19.0,1653.0,28.9,1205.0,7.0,7.3,1617.0,1.1,348.8
2018-06-29,23.7,19.8,2357.0,29.8,1612.0,0.5,5.2,1453.0,0.9,275.6
2018-06-30,23.4,18.9,423.0,28.6,1330.0,26.0,5.6,1624.0,0.5,298.1
2018-07-01,21.4,20.7,655.0,22.2,1529.0,59.0,7.9,1423.0,1.6,163.1
2018-07-02,22.9,20.2,431.0,28.1,1549.0,38.0,7.3,729.0,1.9,182.8
2018-07-03,26.5,21.8,525.0,32.8,1400.0,0.0,5.3,1727.0,0.6,351.6
2018-07-04,26.6,21.8,541.0,33.2,1425.0,0.0,6.1,1642.0,1.2,306.6
2018-07-05,25.1,21.7,120.0,30.0,1458.0,0.0,4.8,1541.0,0.8,47.8
2018-07-06,23.6,20.8,422.0,28.6,1417.0,0.0,5.8,1929.0,0.9,182.8
2018-07-07,22.9,17.4,609.0,29.7,1433.0,0.0,4.8,1438.0,1.0,112.5
2018-07-08,22.3,15.6,538.0,28.7,1509.0,0.0,4.9,1124.0,0.9,227.8
2018-07-09,20.6,19.5,529.0,22.9,11.0,16.5,6.7,2235.0,0.8,191.3
2018-07-10,23.7,20.3,1.0,26.6,1239.0,18.0,5.9,501.0,1.7,146.3
2018-07-11,25.9,23.8,36.0,29.7,1439.0,7.0,6.7,1427.0,1.0,241.9
2018-07-12,25.5,22.9,2354.0,29.6,1352.0,1.0,5.8,1257.0,0.9,320.6
2018-07-13,26.2,22.9,12.0,32.2,1514.0,0.0,5.8,1555.0,0.9,329.1
2018-07-14,26.9,22.6,110.0,32.9,1452.0,0.0,6.7,1550.0,1.1,315.0
2018-07-15,27.0,22.1,338.0,33.9,1440.0,0.0,4.9,1750.0,0.9,329.1
2018-07-16,,21.3,527.0,34.1,1519.0,0.0,6.1,1459.0,1.1,351.6
2018-07-17,,,,,,0.0,,,,
2018-07-18,26.4,20.7,502.0,34.1,1418.0,0.0,5.4,1526.0,1.0,345.9
2018-07-19,26.9,20.1,540.0,34.2,1508.0,0.0,5.5,1508.0,1.0,337.5
2018-07-20,27.2,21.3,523.0,35.1,1556.0,0.0,4.8,1333.0,0.8,340.3
2018-07-21,28.3,20.9,534.0,37.5,1457.0,0.0,6.1,1718.0,0.8,323.4
2018-07-22,29.6,21.6,523.0,38.6,1507.0,0.0,5.0,1521.0,0.8,323.4
2018-07-23,30.0,25.6,535.0,36.2,1352.0,0.0,5.7,1554.0,1.0,337.5
2018-07-24,30.0,23.3,545.0,36.8,1402.0,0.0,5.3,1429.0,0.7,323.4
2018-07-25,29.3,25.4,2334.0,34.7,1422.0,0.0,6.0,924.0,1.5,230.6
2018-07-26,29.0,24.9,43.0,36.2,1429.0,0.0,5.6,1525.0,0.8,306.6
2018-07-27,30.1,24.8,523.0,37.1,1451.0,0.0,5.5,1508.0,1.0,329.1
2018-07-28,28.3,25.6,431.0,37.2,1320.0,0.5,5.3,1320.0,0.5,337.5
2018-07-29,30.0,24.2,449.0,37.8,1523.0,0.0,6.4,1641.0,0.9,120.9
2018-07-30,30.1,23.8,616.0,37.1,1454.0,0.0,5.3,1032.0,0.6,5.6
2018-07-31,30.8,26.0,620.0,38.4,1526.0,0.0,5.4,1656.0,0.7,340.3
2018-08-01,32.0,24.2,526.0,40.3,1515.0,0.0,6.2,1642.0,0.7,343.1
2018-08-02,32.1,26.9,515.0,39.6,1445.0,0.0,5.5,1604.0,0.6,255.9
2018-08-03,31.8,27.3,2347.0,38.7,1354.0,0.0,6.4,1405.0,0.9,312.2
2018-08-04,29.8,25.6,445.0,36.7,1453.0,0.0,7.5,1431.0,1.1,275.6
2018-08-05,29.5,25.6,253.0,35.5,1414.0,1.5,7.1,1511.0,1.2,323.4
2018-08-06,29.7,25.9,738.0,35.4,1234.0,32.5,5.1,1356.0,0.6,230.6
2018-08-07,29.7,24.6,558.0,36.4,1507.0,0.0,5.7,1802.0,0.7,292.5
2018-08-08,29.7,25.3,552.0,35.6,1420.0,0.0,6.6,1243.0,0.9,343.1
2018-08-09,27.3,24.9,2324.0,32.1,1458.0,19.0,6.1,1635.0,0.3,320.6
2018-08-10,29.0,24.2,457.0,35.6,1455.0,0.0,6.9,1506.0,0.9,345.9
2018-08-11,29.4,24.1,434.0,36.0,1535.0,0.0,5.6,1338.0,0.7,230.6
2018-08-12,29.7,25.4,608.0,34.7,1524.0,0.0,4.9,843.0,0.6,135.0
2018-08-13,28.8,25.0,453.0,35.1,1257.0,8.5,4.0,1719.0,0.6,351.6
2018-08-14,29.7,24.4,414.0,36.9,1354.0,0.0,6.8,1636.0,1.0,343.1
2018-08-15,29.0,24.1,2201.0,38.4,1431.0,3.0,7.2,1616.0,0.8,323.4
2018-08-16,28.1,22.0,2350.0,34.5,1402.0,0.0,6.0,1157.0,1.1,126.6
2018-08-17,25.8,18.4,625.0,33.2,1544.0,0.0,6.2,758.0,1.2,309.4
2018-08-18,25.1,20.2,423.0,31.8,1505.0,0.0,5.9,1603.0,1.3,2.8
2018-08-19,25.7,20.1,528.0,33.4,1457.0,0.0,4.7,1739.0,0.8,357.2
2018-08-20,27.6,22.5,416.0,32.7,1438.0,0.0,9.8,2328.0,2.0,174.4
2018-08-21,24.9,21.7,2343.0,31.0,1634.0,9.0,10.2,154.0,1.8,188.4
2018-08-22,28.6,20.5,354.0,36.7,1442.0,0.0,7.6,2204.0,1.2,188.4
2018-08-23,28.0,24.1,2354.0,31.9,1152.0,3.0,6.3,329.0,1.2,180.0
2018-08-24,23.5,22.1,2233.0,26.9,1052.0,7.5,5.7,1102.0,1.7,340.3
2018-08-25,24.5,20.4,2350.0,30.4,1326.0,0.0,6.9,1456.0,1.9,289.7
2018-08-26,22.5,18.3,628.0,29.9,1216.0,0.0,6.6,1609.0,0.9,171.6
2018-08-27,22.3,19.3,314.0,26.7,1429.0,31.0,4.9,1036.0,0.6,160.3
2018-08-28,23.1,20.8,549.0,27.6,948.0,168.0,7.8,1910.0,1.1,303.8
2018-08-29,24.8,22.2,1633.0,27.5,1001.0,183.0,8.6,1041.0,2.4,182.8
2018-08-30,24.4,21.4,2316.0,28.4,1136.0,49.5,7.0,152.0,1.0,303.8
2018-08-31,24.4,20.3,2353.0,30.5,1428.0,0.0,5.5,1010.0,0.9,329.1
2018-09-01,23.6,18.5,430.0,30.5,1422.0,0.0,5.2,1041.0,0.7,177.2
2018-09-02,23.7,17.2,626.0,29.5,1307.0,0.0,5.2,2218.0,1.0,157.5
2018-09-03,22.6,20.0,2321.0,25.5,1357.0,16.5,8.2,1624.0,1.2,309.4
2018-09-04,22.6,17.9,2322.0,27.5,1719.0,0.0,9.2,1902.0,1.3,331.9
2018-09-05,22.8,16.6,538.0,29.4,1427.0,0.0,9.7,1524.0,1.7,253.1
2018-09-06,23.4,18.2,310.0,28.2,1324.0,0.0,9.2,2310.0,1.7,210.9
2018-09-07,20.7,15.0,2308.0,27.1,1534.0,0.5,8.5,1428.0,1.9,329.1
2018-09-08,19.8,12.5,458.0,28.1,1516.0,0.0,6.5,1306.0,0.6,320.6
2018-09-09,20.2,11.9,605.0,28.6,1410.0,0.0,4.6,2335.0,0.3,109.7
2018-09-10,21.1,14.6,611.0,29.3,1500.0,0.0,5.2,1021.0,0.4,154.7
2018-09-11,20.2,13.3,523.0,26.6,1307.0,0.0,5.0,1223.0,0.6,160.3
2018-09-12,20.7,13.9,645.0,28.1,1353.0,0.0,5.8,1125.0,0.5,196.9
2018-09-13,21.9,17.5,634.0,28.5,1410.0,0.0,4.8,1518.0,0.4,149.1
2018-09-14,22.4,17.8,305.0,26.9,1329.0,0.0,5.2,1240.0,0.6,171.6
2018-09-15,22.4,20.1,514.0,26.1,1228.0,0.0,3.2,1147.0,0.3,177.2
2018-09-16,21.5,19.9,2012.0,24.5,1209.0,2.0,4.3,1817.0,0.4,309.4
2018-09-17,20.9,16.0,2333.0,28.9,1445.0,0.0,5.5,1458.0,0.8,323.4
2018-09-18,20.2,14.3,527.0,27.4,1441.0,0.0,4.7,1558.0,0.6,345.9
2018-09-19,20.4,16.1,214.0,27.0,1246.0,0.5,3.9,1739.0,0.6,345.9
2018-09-20,18.6,17.2,637.0,20.0,1304.0,3.0,4.7,1319.0,0.7,59.1
2018-09-21,18.8,17.1,524.0,22.8,1355.0,14.0,4.4,1143.0,0.4,0.0
2018-09-22,19.6,13.6,2300.0,26.9,1337.0,2.5,7.1,1428.0,1.0,315.0
2018-09-23,18.5,12.9,240.0,26.0,1525.0,0.0,6.2,1643.0,1.1,306.6
2018-09-24,15.9,10.1,633.0,23.4,1427.0,0.0,7.1,1315.0,1.2,0.0
2018-09-25,16.2,7.6,641.0,25.0,1438.0,0.0,5.0,1418.0,0.3,126.6
2018-09-26,17.4,12.6,603.0,25.1,1429.0,0.0,4.6,1018.0,0.5,78.8
2018-09-27,17.1,9.7,654.0,25.2,1552.0,0.0,4.1,2107.0,0.4,75.9
2018-09-28,16.3,10.6,551.0,22.6,1613.0,0.0,5.2,1525.0,0.6,146.3
2018-09-29,18.6,12.0,631.0,27.2,1411.0,0.0,6.0,952.0,0.7,180.0
2018-09-30,16.6,11.2,2303.0,23.3,1241.0,0.0,8.6,1706.0,1.6,28.1
2018-10-01,14.5,9.5,711.0,21.4,1454.0,0.0,9.4,1139.0,1.6,312.2
2018-10-02,14.4,7.5,539.0,23.3,1336.0,0.0,5.2,1332.0,0.4,281.3
2018-10-03,15.7,8.8,655.0,24.9,1452.0,0.0,5.4,1322.0,0.3,343.1
2018-10-04,18.1,9.6,605.0,25.9,1436.0,0.0,5.2,1308.0,0.4,182.8
2018-10-05,16.6,15.0,741.0,19.0,4.0,32.5,5.2,2231.0,0.7,118.1
2018-10-06,17.5,13.9,2356.0,23.2,1604.0,49.0,9.2,1351.0,1.6,14.1
2018-10-07,15.0,7.7,0.0,22.7,1356.0,0.0,7.9,1514.0,0.8,315.0
2018-10-08,12.7,6.3,513.0,22.1,1404.0,0.0,5.1,1451.0,0.5,14.1
2018-10-09,14.8,8.0,234.0,20.7,1218.0,0.0,9.5,2103.0,1.0,225.0
2018-10-10,11.3,4.8,2356.0,17.4,1325.0,10.0,9.2,1125.0,1.9,348.8
